HostName,IPAddress,Models,Vendors
QANATER-R03J-C-EG,10.45.12.152,mx104,Juniper
SHBRMSR-R04J-C-EG,10.45.15.12,mx104,Juniper
BNHAEST-R08J-KB-EG,10.45.15.15,mx104,Juniper
DLNGAT-R02J-BH-EG,10.45.15.16,mx104,Juniper
AGA-R03J-DK-EG,10.45.15.22,mx104,Juniper
GLEEM-R04J-ALX-EG,10.45.12.250,mx104,Juniper
MNYTNSR-R03J-DK-EG,10.45.15.14,mx104,Juniper
ALMAZA-R12J-C-EG,10.45.15.34,mx104,Juniper
SUEZ-R08J-SUZ-EG,10.45.15.32,mx104,Juniper
SUEZ-R09J-SUZ-EG,10.45.15.33,mx104,Juniper
FAYSAL-R02J-ALX-EG,10.45.15.5,mx104,Juniper
DMNHRW2-R04J-BH-EG,10.45.15.20,mx104,Juniper
MNZALAH-R03J-DK-EG,10.45.15.24,mx104,Juniper
6OCT2-R13J-GZ-EG,10.45.15.39,mx104,Juniper
MRIUTIA-R07J-GZ-EG,10.45.15.31,mx104,Juniper
NAWAFA-R01J-SHR-EG,10.45.12.235,mx104,Juniper
QOUS-R03J-KN-EG,10.45.15.28,mx104,Juniper
SAFAGA-R03J-BA-EG,10.45.15.30,mx104,Juniper
SHERBIN-R03J-DK-EG,10.45.15.25,mx104,Juniper
TMIAMDD-R02J-DK-EG,10.45.15.23,mx104,Juniper
KMHMADA-R03J-BH-EG,10.45.15.21,mx104,Juniper
KRMOUZ-R03J-ALX-EG,10.45.15.6,mx104,Juniper
HYSMIA-R01J-SHR-EG,10.45.12.232,mx104,Juniper
AUTO-R56J-ALX-EG,10.45.15.18,mx104,Juniper
FQHBHR-R01J-KFS-EG,10.45.15.50,mx104,Juniper
GEZIRACL-R02J-C-EG,10.45.15.35,mx104,Juniper
FATHH-R03J-ALX-EG,10.45.15.43,mx104,Juniper
IBRHIM-R02J-ALX-EG,10.45.15.17,mx104,Juniper
MARG-R04J-C-EG,10.45.15.9,mx104,Juniper
MARG-R03J-C-EG,10.45.15.8,mx104,Juniper
MSAEDSHK-R01J-SHR-EG,10.45.15.53,mx104,Juniper
SEMOHA-R06J-ALX-EG,10.45.15.26,mx104,Juniper
ASYUTW-R09J-AST-EG,10.45.55.55,mx104,Juniper
BLWKORA-R02J-IS-EG,10.45.15.29,mx104,Juniper
BKTOSH-R01J-KFS-EG,10.45.15.49,mx104,Juniper
FARSKOR-R03J-DT-EG,10.45.15.27,mx104,Juniper
BASHTIL-R02J-GZ-EG,10.45.55.57,mx104,Juniper
HRGHDAD-R04J-BA-EG,10.45.15.2,mx104,Juniper
HRGHDAD-R05J-BA-EG,10.45.15.3,mx104,Juniper
MAHALA3-R03J-GH-EG,10.45.15.19,mx104,Juniper
NOZHA1-R05J-C-EG,10.45.15.10,mx104,Juniper
MNSHIA-R05J-ALX-EG,10.45.12.241,mx104,Juniper
BELBIS-R03J-SHR-EG,10.45.15.46,mx104,Juniper
ASYUTW-R08J-AST-EG,10.45.55.54,mx104,Juniper
SADAT-R05J-MNF-EG,10.45.15.4,mx104,Juniper
SHGEST-R02J-SHG-EG,10.45.15.51,mx104,Juniper
WASTTA-R03J-BNS-EG,10.45.15.52,mx104,Juniper
ABRAGHM-R01J-BH-EG,10.45.15.47,mx104,Juniper
QALAA1-R04J-C-EG,10.45.55.60,mx104,Juniper
SHBIN2-R01J-MNF-EG,10.45.15.81,mx104,Juniper
WARRAQ-R04J-C-EG,10.45.55.58,mx104,Juniper
ZAFAR-R01J-DK-EG,10.45.15.45,mx104,Juniper
BTASH2-R03J-ALX-EG,10.45.15.44,mx104,Juniper
CTYSTAR-S01C-C-EG,10.38.91.66,,
MONEIB-R02J-GZ-EG,10.45.15.42,mx104,Juniper
DARSALAM-R03J-C-EG,10.45.15.72,mx104,Juniper
RASHKMA-R01J-MT-EG,10.45.15.76,mx104,Juniper
SHBRKHM-R06J-C-EG,10.45.15.80,mx104,Juniper
SHZAYD2-R04J-GZ-EG,10.45.15.71,mx104,Juniper
OMRKHM-R01J-MT-EG,10.45.15.75,mx104,Juniper
NASR4-R05J-C-EG,10.45.15.77,mx104,Juniper
QNAEAST-R03J-KN-EG,10.45.15.84,mx104,Juniper
QASR-R01J-MT-EG,10.45.15.74,mx104,Juniper
6OCT1-R05J-GZ-EG,10.45.15.69,mx104,Juniper
BDRSHN-R02J-GZ-EG,10.45.15.73,mx104,Juniper
GABARES-R01J-BH-EG,10.45.15.67,mx104,Juniper
ABORMDA-R01J-BA-EG,10.45.15.87,mx104,Juniper
BOLOKTOR-R01J-BH-EG,10.45.15.68,mx104,Juniper
HALAYEB-R01J-BA-EG,10.45.15.88,mx104,Juniper
RASMTREM-R01J-JS-EG,10.45.15.86,mx104,Juniper
SKTREN-R01J-JS-EG,10.45.15.89,mx104,Juniper
ARMANIA-R01J-BH-EG,10.45.55.56,mx104,Juniper
ASHMNIN-R01J-MN-EG,10.45.15.101,mx104,Juniper
ASTAL-R01J-MN-EG,10.45.12.196,mx104,Juniper
MNSRWST-R07J-DK-EG,10.45.15.90,mx104,Juniper
NAGKHDR-R01J-AST-EG,10.45.12.229,mx104,Juniper
NASR3-R30C-C-EG,10.45.11.100,ASR9010,Cisco
TAYEBA-R01J-SHR-EG,10.45.15.102,mx104,Juniper
6OCT4-R03J-GZ-EG,10.45.12.213,mx104,Juniper
BNISUF-R30J-BNS-EG,10.45.10.139,MX960,Juniper
ISMLIA-R40C-IS-EG,10.45.10.135,CRS-16/S-B,Cisco
ISMLIA-R41C-IS-EG,10.45.10.136,CRS-16/S-B,Cisco
AMIRIAH-R05J-C-EG,10.45.15.109,mx104,Juniper
NOZHA1-R30C-C-EG,10.45.10.150,ASR9010,Cisco
ZOHOUR-R03J-PTS-EG,10.45.12.224,mx104,Juniper
BABLOUK-R30J-C-EG,10.45.10.115,MX960,Juniper
BABLOUK-R31J-C-EG,10.45.10.116,MX960,Juniper
GEZIRACL-R01J-C-EG,10.45.10.141,mx104,Juniper
SALAMCTY-R05J-C-EG,10.45.15.64,mx104,Juniper
NASHA-R01J-DK-EG,10.45.9.180,mx104,Juniper
KHALIJ-R01J-DK-EG,10.45.6.240,mx104,Juniper
MTEZZ-R01J-SHR-EG,10.45.15.114,mx104,Juniper
BNISUF-R06J-BNS-EG,10.45.15.108,mx104,Juniper
REMAYAH-R30C-GZ-EG,10.45.10.153,ASR9010,Cisco
KRDAS-R02J-GZ-EG,10.45.55.59,mx104,Juniper
AMIGO-R01J-SUZ-EG,10.45.15.111,mx104,Juniper
TUNAGBL-R01J-MN-EG,10.45.15.36,mx104,Juniper
ABOQIR-R04J-ALX-EG,10.45.15.125,mx104,Juniper
ZEFTAH-R03J-GH-EG,10.45.15.127,mx104,Juniper
SHBRMSR-R05J-C-EG,10.45.15.124,mx104,Juniper
ZOHOUR-R30C-PTS-EG,10.45.10.157,ASR9010,Cisco
SUEZ-R41C-SUZ-EG,10.45.10.166,ASR9K,Cisco
SUEZ-R40C-SUZ-EG,10.45.10.165,ASR9K,Cisco
SALAMCTY-R30C-C-EG,10.45.10.133,ASR9K,Cisco
ELMASA-R01J-C-EG,10.45.15.156,mx104,Juniper
EDKOU-R03J-BH-EG,10.45.15.138,mx104,Juniper
HWAWSH-R01J-SHG-EG,10.45.15.131,mx104,Juniper
AUTO-R60C-ALX-EG,10.45.10.163,ASR9K,Cisco
AUTO-R61C-ALX-EG,10.45.10.164,ASR9K,Cisco
FAQOUS-R03J-SHR-EG,10.45.15.136,mx104,Juniper
ASHAMS-R05J-C-EG,10.45.15.157,mx104,Juniper
SAFAGA-R04J-BA-EG,10.45.15.123,mx104,Juniper
15MAY-R06J-C-EG,10.45.15.137,mx104,Juniper
SALAMCTY-R07J-C-EG,10.45.15.121,mx104,Juniper
SALAMCTY-R06J-C-EG,10.45.15.120,mx104,Juniper
RODA-R16J-C-EG,10.45.15.117,mx104,Juniper
RODA-R17J-C-EG,10.45.15.118,mx104,Juniper
BEHWSH-R01J-MNF-EG,10.45.15.141,mx104,Juniper
SHROUK1-R04J-C-EG,10.45.15.122,mx104,Juniper
NASR3-R05J-C-EG,10.45.15.143,mx104,Juniper
SEFLAQ-R01J-SHG-EG,10.45.15.192,mx104,Juniper
RAMSIS-R46C-C-EG,10.45.10.146,ASR9010,Cisco
ASHAMS-R07J-C-EG,10.45.15.159,mx104,Juniper
ASHAMS-R06J-C-EG,10.45.15.158,mx104,Juniper
ANEEBS-R01J-SHG-EG,10.45.15.130,mx104,Juniper
ASHAMS-R30J-C-EG,10.45.18.1,MX960,Juniper
MAADI2-R63H-C-EG,10.45.11.71,NE9000 V800R010C10SPC500,Huawei
AUTO-R46J-ALX-EG,10.45.10.128,MX960,Juniper
MIAM_1-R06J-ALX-EG,10.45.15.160,mx104,Juniper
MRIUTIA-R41J-GZ-EG,10.45.10.147,mx2020,Juniper
MIAM_1-R30J-ALX-EG,10.45.18.3,MX960,Juniper
HRGHDAS-R05J-BA-EG,10.45.15.169,mx104,Juniper
RAMSIS-R17C-C-EG,163.121.171.90,ASR1004,Cisco
AHAMAD-R03J-SHR-EG,10.45.15.139,mx104,Juniper
MRIUTIA-R37A-GZ-EG,10.45.11.118,SR7750,Alcatel
NOZHA3-R37A-C-EG,10.45.11.123,SR7750,Alcatel
SALAMCTY-R36A-C-EG,10.45.11.127,SR7750,Alcatel
SALAMCTY-R37A-C-EG,10.45.11.128,SR7750,Alcatel
TGMOKHMS-R30C-C-EG,10.45.18.2,ASR9010,Cisco
ALMAZA-R63H-C-EG,10.80.33.232,NE9000 V800R010C10SPC500,Huawei
AUTO-R63H-ALX-EG,10.80.33.244,NE9000 V800R010C10SPC500,Huawei
MAADI2-R64H-C-EG,10.45.11.72,NE9000 V800R010C10SPC500,Huawei
MAADI2-R65H-C-EG,10.80.33.246,CX600-X16A,Huawei
MAADI2-R66H-C-EG,10.80.33.247,CX600-X16A,Huawei
MQATM2_A-R63H-C-EG,10.80.33.233,NE9000 V800R010C10SPC500,Huawei
NGAHMDY-R03J-KN-EG,10.45.15.152,mx104,Juniper
SALAMCTY-R31C-C-EG,10.45.10.134,ASR9K,Cisco
NZLETOMR-R01J-SHG-EG,10.45.15.173,mx104,Juniper
SHENRA-R01J-BNS-EG,10.45.15.161,mx104,Juniper
DMIETA-R36A-DT-EG,10.45.11.50,SR7750,Alcatel
HARAM-R37A-GZ-EG,10.45.11.115,SR7750,Alcatel
MATRIA-R07J-C-EG,10.45.15.115,mx104,Juniper
ZWTHRN-R01J-AST-EG,10.45.15.128,mx104,Juniper
HALABIA-R01J-BNS-EG,10.45.15.150,mx104,Juniper
MATRIA-R08J-C-EG,10.45.15.116,mx104,Juniper
TUKH-R03J-KB-EG,10.45.15.186,mx104,Juniper
SUKGMLA-R30C-GZ-EG,10.45.10.138,ASR9010,Cisco
ZGZIGW-R51C-SHR-EG,10.45.11.133,ASR9010,Cisco
NOZHA3-R36A-C-EG,10.45.11.122,SR7750,Alcatel
BNHAEST-R36A-KB-EG,10.45.11.59,SR7750,Alcatel
AUTO-R38A-ALX-EG,10.45.9.250,SR7750,Alcatel
ZGZIGW-R36A-SHR-EG,10.45.12.2,SR7750,Alcatel
KOBBA-R36A-C-EG,10.45.9.253,SR7750,Alcatel
ZGZIGW-R32A-SHR-EG,10.45.3.123,SR7750,Alcatel
AUTO-R36A-ALX-EG,10.45.9.248,SR7750,Alcatel
MNSREST-R36A-DK-EG,10.45.9.237,SR7750,Alcatel
RODA-R36A-C-EG,10.45.12.1,SR7750,Alcatel
MAADI2-R36A-C-EG,10.45.11.52,SR7750,Alcatel
GIZA-R32A-GZ-EG,10.45.3.122,SR7750,Alcatel
QNAWEST-R36A-KN-EG,10.45.9.254,SR7750,Alcatel
RAMSIS-R36A-C-EG,10.45.9.246,SR7750,Alcatel
AUTO-R37A-ALX-EG,10.45.9.249,SR7750,Alcatel
RAMSIS-R59C-C-EG,163.121.248.22,2811,Cisco
ASYUTE-R30J-AST-EG,10.45.18.4,MX960,Juniper
AWAYD2-R30J-ALX-EG,10.45.10.175,MX960,Juniper
ASYUTE-R05J-AST-EG,10.45.15.107,mx104,Juniper
BNISUF-R31J-BNS-EG,10.45.10.187,MX960,Juniper
EMBABA-R06J-GZ-EG,10.45.15.180,mx104,Juniper
HRGHDAD-R06J-BA-EG,10.45.15.167,mx104,Juniper
HRGHDAD-R07J-BA-EG,10.45.15.168,mx104,Juniper
HRGHDAD-R30J-BA-EG,10.45.10.169,MX960,Juniper
KOBBA-R08J-C-EG,10.45.15.171,mx104,Juniper
KOBBA-R09J-C-EG,10.45.15.172,mx104,Juniper
MHLTDY-R01J-KFS-EG,10.45.15.113,mx104,Juniper
MSHWDA-R01J-SHG-EG,10.45.15.154,mx104,Juniper
OBURCTY1-R06J-C-EG,10.45.15.179,mx104,Juniper
SHBSML-R01J-KFS-EG,10.45.12.33,mx104,Juniper
AUTO-R41J-ALX-EG,10.45.10.93,mx2020,Juniper
AUTO-R52C-ALX-EG,10.45.11.111,ASR9010,Cisco
DELHNS-R01J-BNS-EG,10.45.15.162,mx104,Juniper
ETAYBRD-R03J-BH-EG,10.45.15.164,mx104,Juniper
MABUGLB-R01J-C-EG,10.45.15.147,mx104,Juniper
NBSDBZR-R01J-BH-EG,10.45.15.38,mx104,Juniper
SALAM-R01J-BH-EG,10.45.15.140,mx104,Juniper
SADAT-R30J-MNF-EG,10.45.10.174,MX960,Juniper
MRIUTIA-R36A-GZ-EG,10.45.11.67,SR7750,Alcatel
BENGA-R01J-SHG-EG,10.45.15.175,mx104,Juniper
BNSUF2-R05J-BNS-EG,10.45.15.195,mx104,Juniper
FATHH-R04J-ALX-EG,10.45.15.198,mx104,Juniper
KAAIMAT-R01J-KN-EG,10.45.15.191,mx104,Juniper
JNAKLIS-R01J-BH-EG,10.45.15.145,mx104,Juniper
MINA-R01J-MT-EG,10.45.15.189,mx104,Juniper
SHBSHRH-R01J-GH-EG,10.45.15.187,mx104,Juniper
AMRYAH-R40C-ALX-EG,10.45.2.69,ASR9K,Cisco
ALMAZA-R33C-C-EG,10.45.10.103,ASR9K,Cisco
ALMAZA-R34C-C-EG,10.45.10.104,ASR9K,Cisco
AMRYAH-R41C-ALX-EG,10.45.8.5,ASR9K,Cisco
MAADI2-R40C-C-EG,163.121.173.251,ASR9K,Cisco
MAADI2-R41C-C-EG,10.45.7.3,ASR9K,Cisco
NOZHA3-R30C-C-EG,10.45.10.130,ASR9K,Cisco
NOZHA3-R31C-C-EG,10.45.10.131,ASR9K,Cisco
RODA-R37C-C-EG,10.45.0.208,ASR9K,Cisco
RODA-R38C-C-EG,10.45.10.39,ASR9K,Cisco
TANTA2-R32C-GH-EG,10.45.0.95,ASR9K,Cisco
TANTA2-R33C-GH-EG,10.45.10.9,ASR9K,Cisco
ZGZIGW-R40C-SHR-EG,10.45.0.117,ASR9K,Cisco
ZGZIGW-R41C-SHR-EG,10.45.10.240,ASR9K,Cisco
MAADI2-R30C-C-EG,10.45.16.50,ASR9010,Cisco
RODA-R31C-C-EG,10.45.18.7,ASR9010,Cisco
TANTA2-R31C-GH-EG,10.45.16.18,ASR9010,Cisco
AMRYAH-R30C-ALX-EG,10.45.10.190,ASR9010,Cisco
DMNHRE1-R40J-BH-EG,10.45.2.53,mx2020,Juniper
DMNHRE1-R31J-BH-EG,10.45.16.33,MX960,Juniper
AMRYAH-R31C-ALX-EG,10.45.10.191,ASR9010,Cisco
DMNHRE1-R41J-BH-EG,10.45.10.1,mx2020,Juniper
TANTA2-R30C-GH-EG,10.45.16.17,ASR9010,Cisco
HARAM-R40J-GZ-EG,10.45.10.27,mx2020,Juniper
HARAM-R30J-GZ-EG,10.45.10.167,MX960,Juniper
SHBIN1-R31J-MNF-EG,10.45.10.185,MX960,Juniper
SHBIN1-R40J-MNF-EG,10.45.10.18,mx2020,Juniper
SHBIN1-R32J-MNF-EG,10.45.10.186,MX960,Juniper
SHBIN1-R41J-MNF-EG,10.45.10.19,mx2020,Juniper
DMNHRE1-R32J-BH-EG,10.45.16.34,MX960,Juniper
ABOSHQF-R01J-BH-EG,10.45.15.196,mx104,Juniper
ALMAZA-R41J-C-EG,10.45.10.5,mx2020,Juniper
ASIDHOM-R01J-MN-EG,10.45.15.165,mx104,Juniper
AUTO-R47J-ALX-EG,10.45.10.151,mx2020,Juniper
AUTO-R48J-ALX-EG,10.45.10.152,mx2020,Juniper
DEKKA-R02J-ASN-EG,10.45.15.214,mx104,Juniper
DYRNRGES-R01J-C-EG,10.45.15.201,mx104,Juniper
EDFQBY-R01J-ASN-EG,10.45.15.166,mx104,Juniper
FAYUM1-R31J-FYM-EG,10.45.18.8,MX960,Juniper
FAYUM1-R32J-FYM-EG,10.45.18.9,MX960,Juniper
HGRBNS-R01J-BNS-EG,10.45.15.194,mx104,Juniper
HRAMIN-R04J-ALX-EG,10.45.15.188,mx104,Juniper
HRAMIN-R30J-ALX-EG,10.45.10.181,MX960,Juniper
KFRWKLA-R01J-DK-EG,10.45.15.132,mx104,Juniper
KMFARAG-R01J-BH-EG,10.45.15.190,mx104,Juniper
MAADI2-R31C-C-EG,10.45.16.49,ASR9010,Cisco
MRIUTIA-R08J-GZ-EG,10.45.15.199,mx104,Juniper
OMRA-R01J-KN-EG,10.45.15.232,mx104,Juniper
OMREZK-R01J-DK-EG,10.45.15.174,mx104,Juniper
OSEEM-R04J-C-EG,10.45.15.229,mx104,Juniper
OSEEM-R03J-C-EG,10.45.15.225,mx104,Juniper
RMLQRN-R01J-SHG-EG,10.45.15.153,mx104,Juniper
TANTA1-R30C-GH-EG,10.45.18.17,ASR9K,Cisco
TANTA1-R31C-GH-EG,10.45.18.18,ASR9K,Cisco
RAMSIS-R35C-C-EG,10.45.10.36,ASR9010,Cisco
AATTWAH-R02J-IS-EG,10.45.15.227,mx104,Juniper
ABOTAHUN-R01J-SHR-EG,10.45.15.110,mx104,Juniper
ASWNW-R32J-ASN-EG,10.45.18.16,MX960,Juniper
ASWNW-R31J-ASN-EG,10.45.18.15,MX960,Juniper
EBRHHSN-R01J-SHR-EG,10.45.15.233,mx104,Juniper
HASSFA-R01J-KFS-EG,10.45.15.181,mx104,Juniper
HUTAH-R01J-AST-EG,10.45.15.142,mx104,Juniper
MATMAR-R01J-AST-EG,10.45.15.144,mx104,Juniper
MINYA-R40C-MN-EG,10.45.18.25,ASR9K,Cisco
MINYA-R41C-MN-EG,10.45.18.26,ASR9K,Cisco
MNSHIA-R30J-ALX-EG,10.45.10.179,MX960,Juniper
MSTFKM-R30C-ALX-EG,10.45.18.20,ASR9010,Cisco
SDGB_2-R40J-ALX-EG,10.45.18.23,mx2020,Juniper
SDGB_2-R41J-ALX-EG,10.45.18.24,mx2020,Juniper
TASAST-R01J-AST-EG,10.45.15.148,mx104,Juniper
ALMAZA-R40J-C-EG,10.45.2.78,mx2020,Juniper
HARAM-R41J-GZ-EG,10.45.11.34,mx2020,Juniper
ISMLIA-R37C-IS-EG,163.121.173.35,ASR9K,Cisco
ISMLIA-R38C-IS-EG,10.45.7.1,ASR9K,Cisco
MNSREST-R40J-DK-EG,163.121.173.28,mx2020,Juniper
MNSRWST-R40J-DK-EG,10.45.10.6,mx2020,Juniper
MNSRWST-R41J-DK-EG,10.45.10.7,mx2020,Juniper
MRIUTIA-R40J-GZ-EG,10.45.10.26,mx2020,Juniper
ABEES2-R01J-ALX-EG,10.45.4.50,mx104,Juniper
TALATFYM-R01J-FYM-EG,10.45.12.121,mx104,Juniper
6OCT-R03J-ALX-EG,10.45.12.243,mx104,Juniper
6OCT2-S06C-GZ-EG,10.37.250.22,WS-C4948,Cisco
AUTO-R59C-ALX-EG,163.121.248.4,2811,Cisco
DARSALAM-R04J-C-EG,10.45.15.177,mx104,Juniper
AUTO-R31J-ALX-EG,10.45.0.76,MX960,Juniper
ALMAZA-R30J-C-EG,10.45.17.3,MX960,Juniper
ALMAZA-R32J-C-EG,10.45.17.4,MX960,Juniper
AUTO-R51C-ALX-EG,10.45.11.110,ASR9010,Cisco
ABES6-R01J-BH-EG,10.45.15.66,mx104,Juniper
AUTO-R43J-ALX-EG,10.45.10.143,mx2020,Juniper
AUTO-S08C-ALX-EG,10.36.16.94,,
BNSUF2-R32C-BNS-EG,10.45.10.35,ASR9010,Cisco
BNSUF2-R33C-BNS-EG,10.45.10.228,ASR9K,Cisco
DAKHLA-R05J-WAD-EG,10.45.15.206,mx104,Juniper
DAKHLA-R06J-WAD-EG,10.45.15.240,mx104,Juniper
DMIETA-R31J-DT-EG,10.45.10.78,mx2020,Juniper
DMIETA-R32J-DT-EG,10.45.10.79,mx2020,Juniper
ETMNIA-R01J-AST-EG,10.45.12.150,mx104,Juniper
HDARAH-R05J-ALX-EG,10.45.12.251,mx104,Juniper
HDARAH-R30J-ALX-EG,10.45.10.178,MX960,Juniper
HLPCLUB-S02C-C-EG,10.42.58.3,,
GIZA-S04C-GZ-EG,10.37.58.106,,
DOKKI-R31C-GZ-EG,10.45.10.149,ASR9010,Cisco
HARAM-R31J-GZ-EG,10.45.10.168,MX960,Juniper
HRGHDAD-R02J-BA-EG,10.45.0.67,mx104,Juniper
HRGHDAS-R30J-BA-EG,10.45.10.170,MX960,Juniper
ISMLIA-R31C-IS-EG,10.45.11.141,ASR9010,Cisco
MAADI2-R34C-C-EG,10.45.10.31,ASR9010,Cisco
ISMLIA-R30C-IS-EG,10.45.11.140,ASR9010,Cisco
HRGHDAS-R06J-BA-EG,10.45.15.170,mx104,Juniper
MDENTY-R31C-C-EG,10.45.10.148,ASR9010,Cisco
MNSREST-R31J-DK-EG,10.45.16.37,MX960,Juniper
MNSRWST-R31J-DK-EG,10.45.16.41,MX960,Juniper
MNSRWST-R32J-DK-EG,10.45.16.42,MX960,Juniper
MRIUTIA-R31J-GZ-EG,10.45.16.20,MX960,Juniper
MRIUTIA-R30J-GZ-EG,10.45.16.19,MX960,Juniper
MNSREST-R32J-DK-EG,10.45.16.38,MX960,Juniper
MNSREST-R41J-DK-EG,10.45.10.94,mx2020,Juniper
MRSMTR-R03J-MT-EG,10.45.2.165,mx104,Juniper
NAHDA-R03J-C-EG,10.45.15.79,mx104,Juniper
MRSMTR-R04J-MT-EG,10.45.12.151,mx104,Juniper
QALAG-R06J-C-EG,10.45.15.178,mx104,Juniper
RODA-R33C-C-EG,10.45.18.6,ASR9010,Cisco
RAMSIS-R38J-C-EG,10.45.9.90,,
RODA-R63H-C-EG,10.80.33.245,NE9000 V800R010C10SPC500,Huawei
SEMOHA-R30C-ALX-EG,10.45.10.132,ASR9010,Cisco
SHARM1-R02J-JS-EG,10.45.0.134,mx104,Juniper
SHARM1-R03J-JS-EG,10.45.2.209,mx104,Juniper
SHARMQCO-S04C-JS-EG,10.38.41.109,,
TESVDC7-S03C-GZ-EG,10.42.39.243,,
TESVDC7-S05C-GZ-EG,10.42.39.245,,
SHARMQCO-S03C-JS-EG,10.38.41.108,,
SHRKMN-R02J-MN-EG,10.45.12.234,mx104,Juniper
SHOTDOKI-S02C-GZ-EG,10.37.82.11,,
TANTA2-R41J-GH-EG,10.45.10.105,mx2020,Juniper
ZGZIGE-R03J-SHR-EG,10.45.15.65,mx104,Juniper
ZGZIGW-R31C-SHR-EG,10.45.16.25,ASR9010,Cisco
ZGZIGW-R33C-SHR-EG,10.45.16.26,ASR9010,Cisco
RAMSIS-R39J-C-EG,10.45.9.152,MX480,Juniper
SDGB_2-R09J-ALX-EG,10.45.15.222,mx104,Juniper
6OCT2-S05C-GZ-EG,10.41.140.226,ME-3800X-24FS-M,Cisco
AHLYGZCB-R01J-C-EG,10.45.15.133,mx104,Juniper
HLYGZCB-R02J-C-EG,10.45.15.134,mx104,Juniper
AWAYED-R05J-ALX-EG,10.45.11.134,mx104,Juniper
BNSUF2-R30C-BNS-EG,10.45.7.8,ASR9010,Cisco
CTYSTAR-R01J-C-EG,10.45.15.63,mx104,Juniper
HLPCLUB-S01C-C-EG,10.42.58.1,ME360x_t,Cisco
HLPCLUB-S04C-C-EG,10.42.58.5,,
HLPCLUB-S05C-C-EG,10.42.58.6,,
HLPCLUB-S06C-C-EG,10.42.58.7,,
HLPCLUB-S07C-C-EG,10.42.58.8,,
HLPCLUB-S08C-C-EG,10.42.58.9,,
ISMLASTD-R01J-C-EG,10.45.15.93,mx104,Juniper
ISMLASTD-R02J-C-EG,10.45.15.94,mx104,Juniper
MAADI2-S17J-C-EG,10.38.104.46,mx104,Juniper
MAADI2-S18J-C-EG,10.38.104.50,mx104,Juniper
RODA-S15J-C-EG,10.38.122.226,mx104,Juniper
SHRTN-S01C-C-EG,10.37.254.182,WS-C4948,Cisco
SHZAYD2-S01C-GZ-EG,10.41.140.222,,
SUEZSTDM-R01J-C-EG,10.45.15.91,mx104,Juniper
SUEZSTDM-R02J-C-EG,10.45.15.92,mx104,Juniper
RODA-S14J-C-EG,10.38.122.222,mx104,Juniper
SHOTDOKI-R01C-GZ-EG,172.17.14.114,4451-X,Cisco
TESVDC7-S10C-GZ-EG,10.38.112.158,ME-3800X-24FS-M,Cisco
TESVDC7-S11C-GZ-EG,10.38.112.162,ME-3800X-24FS-M,Cisco
LUXOR2-R31J-LX-EG,10.45.18.27,MX960,Juniper
ARISH-R03H-SIN-EG,10.45.15.200,,
AUTO-R45J-ALX-EG,10.45.10.129,mx2020,Juniper
GIZA-R40J-GZ-EG,10.45.16.51,mx2020,Juniper
GIZA-R41J-GZ-EG,10.45.16.52,mx2020,Juniper
GIZA-R51C-GZ-EG,10.45.11.113,ASR9010,Cisco
FAYSAL-R30J-ALX-EG,10.45.10.177,MX960,Juniper
LUXOR2-R32J-LX-EG,10.45.18.28,MX960,Juniper
MAADI1_1-R30J-C-EG,10.45.10.173,MX960,Juniper
MAADI2-R51C-C-EG,10.45.11.117,ASR9010,Cisco
PTSAID-R04J-PTS-EG,10.45.15.202,mx104,Juniper
QALIUB-R04J-C-EG,10.45.15.234,mx104,Juniper
QNTRAEST-R01J-IS-EG,10.45.15.184,mx104,Juniper
RAMSIS-R51C-C-EG,10.45.11.124,ASR9010,Cisco
RAMSIS-R52C-C-EG,10.45.11.125,ASR9010,Cisco
SDGB_2-R51C-ALX-EG,10.45.11.121,ASR9010,Cisco
SHBIN1-R51C-MNF-EG,10.45.11.129,ASR9010,Cisco
RODA-R51C-C-EG,10.45.11.126,ASR9010,Cisco
TANTA1-R51C-GH-EG,10.45.11.132,ASR9010,Cisco
SUEZ-R36A-SUZ-EG,10.45.11.131,SR7750,Alcatel
ABTALL-R01J-IS-EG,10.45.15.226,mx104,Juniper
FAYUM1-R36A-FYM-EG,10.45.11.112,SR7750,Alcatel
GLEEM-R30C-ALX-EG,10.45.18.31,ASR9010,Cisco
HAGRSA-R01J-SHR-EG,10.45.15.243,mx104,Juniper
MAABDH-R01J-AST-EG,10.45.15.197,mx104,Juniper
MAGAGA-R03J-MN-EG,10.45.19.7,mx104,Juniper
MINYA-R07J-MN-EG,10.45.15.253,mx104,Juniper
MINYA-R08J-MN-EG,10.45.15.254,mx104,Juniper
MNSHIA-R06J-ALX-EG,10.45.15.216,mx104,Juniper
NOZHA3-R06J-C-EG,10.45.15.163,mx104,Juniper
NOZHA3-R08J-C-EG,10.45.19.10,mx104,Juniper
NOZHA3-R07J-C-EG,10.45.19.11,mx104,Juniper
OBURCTY2-R04J-C-EG,10.45.15.249,mx104,Juniper
OPERA-R05J-C-EG,10.45.15.244,mx104,Juniper
OMRNIAH-R03J-GZ-EG,10.45.15.220,mx104,Juniper
OPERA-R06J-C-EG,10.45.15.245,mx104,Juniper
OPERA-R30J-C-EG,10.45.19.2,MX960,Juniper
OPERA-R07J-C-EG,10.45.15.246,mx104,Juniper
QALAA1-R06J-C-EG,10.45.15.239,mx104,Juniper
